# Espectro limpiado con polynomial
# Fecha: 2025-09-30 11:27:11
ppm,intensity
-87.7476,111.45694795465343
-87.7576,118.96144144619552
-87.7676,118.01452097015324
-87.7776,100.54288652652659
-87.7876,359.1420381153156
-87.79759999999999,166.0442757365202
-87.80760000000001,92.01709939014046
-87.8176,192.68110907617637
-87.82759999999999,97.92980479462788
-87.83760000000001,116.41898654549506
-87.8476,113.39555432877785
-87.85759999999999,83.82960814447628
-87.86760000000001,97.07784799259036
-87.8776,180.59427387312007
-87.88759999999999,140.8557857860654
-87.89760000000001,127.09944373142639
-87.9076,128.655771709203
-87.9176,187.70233771939525
-87.9276,121.44721376200314
-87.9376,140.30983583702667
-87.9476,351.3759639444658
-87.9576,371.66797808432057
-87.9676,105.41827825659105
-87.9776,110.6158644612771
-87.9876,122.5762666983788
-87.9976,105.93039496789613
-88.0076,89.3346392698291
-88.0176,56.726369604177705
-88.0276,306.40428597094194
-88.0376,250.46078837012183
-88.04759999999999,140.97527680171734
-88.05760000000001,392.18335126572856
-88.0676,117.27983176215527
-88.08760000000001,119.04116829099769
-88.0976,77.96829085225575
-88.10759999999999,73.47700944592944
-88.11760000000001,204.84211407201875
-88.1276,117.76814473052372
-88.13759999999999,245.04568142144433
-88.14760000000001,103.21684414478054
-88.1576,99.1164929005324
-88.1676,100.12742768869991
-88.1776,85.20374850928306
-88.1876,75.56995536228182
-88.1976,87.44234824769623
-88.2076,76.15342716552628
-88.2176,63.53189211577194
-88.2276,519.4416430984332
-88.2376,110.71230011351022
-88.2476,77.49240316100281
-88.2576,91.86831224091101
-88.2676,215.4354073532349
-88.2776,363.7536884979744
-88.2876,85.7083556751295
-88.29759999999999,101.70880888470026
-88.30760000000001,74.14084812668668
-88.3176,108.04275340108869
-88.32759999999999,149.78948470790635
-88.33760000000001,85.10658204713967
-88.3476,391.92736541878855
-88.35759999999999,95.5342348228532
-88.36760000000001,154.5672902593334
-88.3776,77.65263172822925
-88.38759999999999,131.04795922954074
-88.39760000000001,101.60257276326786
-88.4076,156.8266723294106
-88.4176,172.445957927969
-88.4276,109.08827955894301
-88.4376,224.51448722233266
-88.4476,366.963430918138
-88.4576,60.8260606463589
-88.4676,127.34327640699547
-88.4776,87.07867820004768
-88.4876,66.8911660255155
-88.4976,99.01963988339898
-88.5076,454.4639997736981
-88.5176,94.14414569641282
-88.5276,220.58967765154324
-88.5376,75.98469563908924
-88.54759999999999,167.21149965905087
-88.55760000000001,261.74208971142815
-88.5676,80.2972657962211
-88.57759999999999,122.19632791342966
-88.58760000000001,306.24117606305384
-88.5976,117.72252024509368
-88.60759999999999,78.41783045954915
-88.61760000000001,59.72963670642022
-88.6276,98.69552898570697
-88.63759999999999,88.80920729740934
-88.64760000000001,57.439671641527354
-88.6576,100.93275201806098
-88.6676,182.19615842701026
-88.6776,170.24708086837518
-88.6876,176.60828934215573
-88.6976,329.3134838483519
-88.7076,153.57616438696374
-88.7176,123.99443095799118
-88.7276,171.66628356143426
-88.7376,68.766622197293
-88.7476,98.38099686556734
-88.7576,86.48625756625734
-88.7676,83.76685429936299
-88.7776,66.26073706488425
-88.7876,119.63260586282115
-88.79759999999999,79.11026069317369
-88.80760000000001,402.9393015559418
-88.8176,92.43750845112567
-88.82759999999999,75.16374137872512
-88.83760000000001,55.3822403387402
-88.8476,44.98642533117092
-88.85759999999999,92.44291635601725
-88.86760000000001,198.62315341327925
-88.8776,208.02299650295686
-88.88759999999999,453.4111256250501
-88.89760000000001,56.393540779559004
-88.9076,72.28254196648356
-88.9176,224.99562918582373
-88.9276,53.813202437579505
-88.9376,331.73656172175095
-88.9476,66.657707038338
-88.9576,84.45203838734072
-88.9676,83.80085576875908
-88.9776,91.15392918259305
-88.9876,80.83044862884265
-88.9976,84.15222410750792
-89.0076,303.51718561858877
-89.0176,190.2520331620853
-89.0276,63.933066737997464
-89.0376,53.29888634632525
-89.04759999999999,515.7534919870687
-89.05760000000001,279.6227836602277
-89.0676,277.80226136580245
-89.07759999999999,199.83092510379277
-89.08760000000001,53.11337487419871
-89.0976,79.73631067702033
-89.10759999999999,77.06433251225758
-89.11760000000001,84.29618037991047
-89.1276,88.22724427997896
-89.13759999999999,123.69571421246312
-89.14760000000001,81.7267801773629
-89.1576,117.9030321746783
-89.1676,57.98307020440936
-89.1776,265.37679426655603
-89.1876,203.81150436111835
-89.1976,40.602500488096325
-89.2076,361.1584826474899
-89.2176,81.75422083929914
-89.2276,44.46570506352401
-89.2376,77.00294532016451
-89.2476,76.62797160922065
-89.2576,84.1494339306924
-89.2676,12.669482284579814
-89.2776,392.91426667088285
-89.2876,56.32963708960152
-89.29759999999999,70.39639354073583
-89.30760000000001,32.26583602428582
-89.3176,105.83586454025138
-89.32759999999999,55.317579088632584
-89.33760000000001,46.58137966942945
-89.3476,122.60966628264197
-89.35759999999999,125.46713892827006
-89.36760000000001,197.99409760631383
-89.3776,81.39641231677322
-89.38759999999999,86.87540305964825
-89.39760000000001,187.18238983493893
-89.4076,68.73859264264524
-89.4176,154.59078148276717
-89.4276,220.76735635530474
-89.4376,80.49185726025797
-89.4476,440.53826419762686
-89.4576,57.42509716741128
-89.4676,38.62901616961139
-89.4776,72.29632120422717
-89.4876,39.11181227125854
-89.4976,128.02928937070556
-89.5076,77.20090250256823
-89.5176,262.1723016668466
-89.5276,276.7223368635405
-89.5376,201.75255809265002
-89.54759999999999,74.53643535417524
-89.55760000000001,71.74886864811606
-89.5676,56.01793797447252
-89.57759999999999,308.05530333324464
-89.58760000000001,56.08025472443235
-89.5976,42.740292148035735
-89.60759999999999,212.80531560405478
-89.61760000000001,191.0920250924894
-89.6276,30.429620613339665
-89.63759999999999,52.622002166605625
-89.64760000000001,180.49226975228714
-89.6576,64.07992337038434
-89.6676,145.54156302089717
-89.6776,68.15017870382565
-89.6876,26.504400419169727
-89.6976,174.31649816692948
-89.7076,32.96218194710485
-89.7176,41.84545175969585
-89.7276,44.16740760470249
-89.7376,64.65274948212476
-89.7476,182.01017739196269
-89.7576,285.38949133421625
-89.7676,44.8214913088854
-89.7776,59.218777315970215
-89.7876,191.10954935547065
-89.79759999999999,71.46537742738676
-89.80760000000001,33.456151531718476
-89.8176,69.81926166846583
-89.82759999999999,262.18089783762883
-89.83760000000001,103.40520003920744
-89.8476,53.58618827320173
-89.85759999999999,336.41086253961157
-89.86760000000001,251.32922283843715
-89.8776,183.72576916967833
-89.88759999999999,254.44750153333513
-89.89760000000001,47.10651992940757
-89.9076,49.422724357895675
-89.9176,180.6838148187994
-89.9276,-11.663408687881287
-89.9376,114.7021538378537
-89.9476,49.04640239600434
-89.9576,39.05443698657058
-89.9676,216.72005760955247
-89.9776,323.11446426495
-89.9876,357.8640569527631
-89.9976,46.32983567299195
-110.00800000000001,42.06320042563641
-110.018,53.33935121069645
-110.02799999999999,16.788488028172168
-110.03800000000001,222.9278108780635
-110.048,108.14571976037048
-110.05799999999999,10.264614675093071
-110.068,37.00809562223134
-110.078,41.54906260178521
-110.088,68.1915256137547
-110.098,58.36117465813989
-110.108,255.51367973494067
-110.118,138.8293908441571
-110.128,31.58108798578914
-110.138,3.542671159836857
-110.148,215.2118403663002
-110.158,50.17269560517914
-110.168,9.869236876473735
-110.178,82.79956418018399
-110.188,334.32197751630986
-110.19800000000001,300.5644768848514
-110.208,362.5661622858085
-110.21799999999999,15.967033719181273
-110.22800000000001,181.8960911849697
-110.238,33.370834683173754
-110.24799999999999,297.41676421379344
-110.25800000000001,295.54737977682873
-110.268,39.123281372279706
-110.27799999999999,57.500569000146314
-110.28800000000001,93.73264266042851
-110.298,142.29740235312636
-110.30799999999999,164.0722480782399
-110.318,36.21157983576903
-110.328,42.949897625713774
-110.338,38.0800014480742
-110.348,20.647691302850248
-110.358,12.47566719004189
-110.368,262.59942910964924
-110.378,80.84867706167216
-110.388,31.708411046110754
-110.398,152.46843106296495
-110.408,55.830397112234834
-110.418,44.503629193920304
-110.428,108.81600730802143
-110.438,235.1142714545382
-110.44800000000001,107.55442163347058
-110.458,36.44175784481861
-110.46799999999999,123.66738008858228
-110.47800000000001,38.88168836476159
-110.488,292.4578826733565
-110.49799999999999,122.2084630143671
-110.50800000000001,267.1302293877933
-110.518,90.24148179363517
-110.52799999999999,337.4033202318926
-110.53800000000001,218.12414470256573
-110.548,32.35535520565449
-110.55799999999999,6.805251741158855
-110.568,20.723434309078883
-110.578,74.96920290941455
-110.588,352.63205754216585
-110.598,197.69499820733276
-110.608,277.99412490491534
-110.618,33.95163763491355
-110.628,-2.5972636026726548
-110.638,151.33462119215685
-110.648,33.01089201940195
-110.658,31.122948879062662
-110.668,80.51629177113907
-110.678,22.522120695631088
-110.688,8.665335652538701
-110.69800000000001,27.335436641861975
-110.708,122.83132366360091
-110.71799999999999,22.960696717755468
-110.72800000000001,25.204655804325654
-110.738,96.89470092331146
-110.74799999999999,45.48720207471294
-110.75800000000001,-6.744850741469975
-110.768,193.35945247476275
-110.77799999999999,23.09464172341113
-110.78800000000001,104.75371700447516
-110.798,35.04427831795476
-110.80799999999999,5.718725663850051
-110.818,164.16975904216096
-110.828,119.7040784528875
-110.838,21.74268389602966
-110.848,51.28587537158751
-110.858,12.255052879560935
-110.868,103.06611641995003
-110.878,151.34586599275477
-110.888,-26.87319840202491
-110.898,30.79292323561107
-110.908,5.705230905662717
-110.918,35.37692460812998
-110.928,334.96440434301286
-110.938,16.610470110311425
-110.94800000000001,213.6721219100256
-110.958,25.20465974215537
-110.96799999999999,10.011283606700829
-110.97800000000001,204.0345935036619
-110.988,268.80978943303865
-110.99799999999999,67.84177139483097
-111.00800000000001,-3.9321606109610343
-111.018,37.95031341566258
-111.02799999999999,46.59653347470183
-111.03800000000001,146.0985595661567
-111.048,28.949171690027256
-111.068,24.521269846313373
-111.078,136.99555403501518
-111.088,138.38202425613264
-111.098,93.63458050966567
-111.108,33.89431279561438
-111.118,32.17618111397874
-111.128,-3.9053345352412805
-111.138,200.75006584795432
-111.148,276.7620522635656
-111.158,98.82132471159245
-111.168,14.39548319203493
-111.178,43.6724377048931
-111.188,96.20815825016689
-111.19800000000001,79.6347748278563
-111.208,11.051077437961354
-111.21799999999999,223.70416608048205
-111.22800000000001,10.31674075541838
-111.238,25.017301462770334
-111.24799999999999,-0.7864517974620355
-111.25800000000001,108.09978097472118
-111.268,-40.67480022067994
-111.27799999999999,47.907904616334534
-111.28800000000001,22.94279548576472
-111.298,23.884472387610458
-111.30799999999999,9.516135321871886
-111.318,15.33578428854895
-111.328,37.236239287641624
-111.338,125.89994031914993
-111.348,139.7778473830739
-111.358,51.941240479413494
-111.368,197.25581960816868
-111.378,306.9500847693396
-111.388,123.27023596292605
-111.398,-19.21032681107178
-111.408,7.116196447345956
-111.418,105.08000573817937
-111.428,114.2015010614284
-111.438,22.00438241709307
-111.44800000000001,-2.2414501948266263
-111.458,106.81880322566933
-111.46799999999999,352.4558426785809
-111.47800000000001,145.79296816390809
-111.488,119.65767968165099
-111.49799999999999,-6.14822276819055
-111.50800000000001,9.483060814383578
-111.518,31.169806429373338
-111.52799999999999,-11.091213923221261
-111.53800000000001,-6.947172243400274
-111.548,63.52585546883641
-111.55799999999999,9.997669213488734
-111.568,12.073268990556642
-111.578,-7.031245199959784
-111.588,42.85192664193943
-111.598,100.54978451625429
-111.608,143.28752842298474
-111.618,7.939558362130867
-111.628,177.7101743336926
-111.638,28.50489533766998
-111.648,15.683264374063015
-111.658,-17.723561557128335
-111.668,5.290298544095975
-111.678,400.27054467773587
-111.688,161.35357684379144
-111.69800000000001,7.952895042262625
-111.708,-23.409300726850518
-111.71799999999999,219.00078953645195
-111.72800000000001,150.89456583217003
-111.738,19.55630816030377
-111.74799999999999,82.19277652085314
-111.75800000000001,33.72376091381818
-111.768,487.7755313391988
-111.77799999999999,296.23823779699507
-111.78800000000001,65.82033028720701
-111.798,214.41120880983456
-111.80799999999999,91.97367336487773
-111.818,-1.264776047663446
-111.828,-2.0132394277889603
-111.838,79.6032832245011
-111.848,178.74139190920684
-111.858,357.5635866263282
-111.868,-20.916032624134772
-111.878,-3.3745658421821645
-111.888,-8.83141302781388
-111.898,4.8485258189700176
-111.908,6.6229506981695465
-111.918,226.27066160978472
-111.928,-11.363541446184428
-111.938,-11.461858469738019
-111.94800000000001,4.2372105391240495
-111.958,-15.783434419598194
-111.96799999999999,9.53180665409515
-111.97800000000001,77.13653376020414
-111.988,14.564806898728776
-111.99799999999999,206.96984606966905
-112.00800000000001,131.02583127302492
-112.018,7.000302508796466
-112.02799999999999,8.615759776983651
-112.03800000000001,7.943003077586411
-112.048,-4.939567589395125
-112.05799999999999,166.27054777603894
-112.068,-3.1394508261113288
-112.078,237.243936604154
-112.088,132.928410066835
-112.098,221.55806956193157
-112.108,2.9303150894438375
-112.118,-10.335153350628246
-112.128,0.16176424171524673
-112.138,3.6917678664744358
-112.148,75.8412575236492
-112.158,-5.017566786760341
-112.168,-9.020505064754332
-112.178,-9.555657310332606
-112.188,-17.226223523495264
-112.19800000000001,226.09089629575772
-112.208,231.7876021474263
-112.21799999999999,-19.12240596848946
-112.22800000000001,188.50457194801044
-112.238,347.49483589692596
-112.24799999999999,1.0217858782570772
-112.25800000000001,-12.528178107996098
-112.268,-32.25255606183367
-112.27799999999999,3.0755520167443535
-112.28800000000001,-20.097253872261973
-112.298,-7.38017372885264
-112.30799999999999,3.1741224469723193
-112.318,6.444564655212929
-112.328,1.1840828958691532
-112.338,8.230317168941042
-112.348,183.4930174744285
-112.358,-11.428886187668326
-112.368,268.9211961826504
-112.378,21.519664585384845
-112.388,89.28811902053492
-112.398,-27.117140511899407
-112.408,5.281605988081878
-112.418,-14.479001479521145
-112.428,-6.297902914708544
-112.438,-20.37191831748035
-112.44800000000001,105.58935231216351
-112.458,-22.62529102577699
-112.46799999999999,118.85125166869817
-112.47800000000001,174.61298039558892
-112.488,-6.5121048451046875
-112.49799999999999,230.34899594661732
-112.50800000000001,127.795282770755
-112.518,78.99895562730833
-112.52799999999999,-0.4695754837227071
-112.53800000000001,206.71825943766186
-112.548,-20.725709608537954
-112.55799999999999,-5.216492622322079
-112.568,-17.89938960369065
-112.578,-24.432900552643503
-112.588,106.13697453081929
-112.598,-2.4914743533023227
-112.608,-21.266117205008328
-112.618,-20.56078402429867
-112.628,239.90723518882666
-112.638,-38.471759565632425
-112.648,-4.625458287675855
-112.658,108.87690902269635
-112.668,10.137572365484203
-112.678,-27.86577825931235
-112.688,359.51625714830675
-112.69800000000001,-33.311521411658504
-112.708,-27.46301393920811
-112.71799999999999,-10.370120434342084
-112.72800000000001,-3.5316708970604225
-112.738,-25.67197532736313
-112.74799999999999,29.658776274749783
-112.75800000000001,122.54991390927835
-112.768,58.896437576222525
-112.77799999999999,-14.089252724417662
-112.78800000000001,42.694643007357826
-112.798,247.93652477154896
-112.80799999999999,-30.297107431844353
-112.818,-15.690153602821937
-112.828,-47.47701374138393
-112.838,-29.05738784753035
-112.848,140.36472407873896
-112.858,9.046772037423892
-112.868,325.1415060285244
-112.878,-11.988223947959398
-112.888,213.22403210797245
-112.898,-18.485325803680098
-112.908,-36.42949768291703
-112.918,-24.275683529738302
-112.928,-23.632383344143904
-112.938,229.09960287386608
-112.94800000000001,-45.64342487570832
-112.958,-6.9125965928670325
-112.96799999999999,-40.31952227761016
-112.97800000000001,122.79160807006241
-112.988,337.06282445015063
-112.99799999999999,-63.467273137345586
-113.00800000000001,-21.43828469242615
-113.018,-35.22711021509107
-113.02799999999999,-19.238149705340334
-113.03800000000001,-20.627003163174038
-113.048,-29.148270588592027
-113.05799999999999,109.18554801840561
-113.068,-25.386947342181116
-113.078,165.44414332964774
-113.088,-48.949279966107724
-113.098,-45.43951722944752
-113.108,-8.280188460371733
-113.118,-41.09273365888032
-113.128,-33.757112824973206
-113.138,-19.969305958650494
-113.148,-15.656913059912199
-113.158,450.5129658712418
-113.168,14.79173083481139
-113.178,-1.385838169203339
-113.188,35.83961885919756
-113.19800000000001,-25.95625807998593
-113.208,-18.867348986753797
-113.21799999999999,-22.655353861105993
-113.22800000000001,243.16082729695745
-113.238,177.4136944874365
-113.24799999999999,122.9557477103312
-113.25800000000001,-45.960513034358456
-113.268,-25.997987746632475
-113.27799999999999,115.2110235735091
-113.28800000000001,59.268120926066345
-113.298,5.446704311039213
-113.30799999999999,-29.99642627157229
-113.318,-12.311600821768138
-113.328,152.7418706604517
-113.338,172.7395981750871
-113.348,-28.508088277861873
-113.358,96.69561130160481
-113.368,116.25189691348712
-113.378,-33.67013144221491
-113.388,178.4970262344987
-113.398,125.01386994362792
-113.408,-30.40730031482724
-113.418,-30.839784540866702
-113.428,-18.73155273449055
-113.438,-26.807194895698814
-113.44800000000001,-16.394171024491413
-113.46799999999999,-23.190261120868314
-113.47800000000001,-25.70791518482966
-113.488,132.80331678362464
-113.49799999999999,-56.670865215505415
-113.50800000000001,34.77873881778021
-113.518,71.1179288834814
-113.52799999999999,-23.720295018401742
-113.53800000000001,-23.098732887869232
-113.548,-43.54388472492107
-113.55799999999999,-23.75805052955735
-113.568,-53.55173030177795
-113.578,-29.631024041582947
-113.588,119.35686825102775
-113.598,-69.45485342394593
-113.608,-29.39878906650401
-113.618,412.3435613233536
-113.628,-27.280602254373207
-113.638,-25.554779799684354
-113.648,-74.11787131257992
-113.658,-41.57057679305976
-113.668,-41.607596241124014
-113.678,-30.16162965677259
-113.688,-24.217307040005608
-113.69800000000001,-23.017428390822943
-113.708,107.97968629077536
-113.71799999999999,-30.28550299521072
-113.72800000000001,-37.08430624878113
-113.738,251.14607653006408
-113.74799999999999,112.66424534132491
-113.75800000000001,3.4981001850013627
-113.768,-58.64545893890653
-113.77799999999999,-52.275732030398814
-113.78800000000001,76.46588091052458
-113.798,19.8915798838636
-113.80799999999999,228.31516488961827
-113.818,-42.11756407221142
-113.828,-37.93890700162555
-113.838,-45.727463898623995
-113.848,185.8931652367932
-113.858,-45.804919595373946
-113.868,-2.1812183951254838
-113.878,13.997068837538649
-113.888,-15.330757897381659
-113.898,-74.50849859988628
-113.908,-38.79295326997524
-113.918,19.129778092351344
-113.928,-33.14100451290636
-113.938,-35.29890108574847
-113.94800000000001,-35.22201162617489
-113.958,-35.276936134185746
-113.96799999999999,185.3560253902191
-113.97800000000001,-53.387127052960466
-113.988,-63.43049346372439
-113.99799999999999,-36.34447384207263
-114.00800000000001,-56.34226818800525
-114.018,157.40312349847775
-114.02799999999999,-68.69149878262365
-114.03800000000001,59.56726496869061
-114.048,-85.5664852475795
-114.05799999999999,62.75445056856606
-114.068,103.80487241712723
-114.078,-30.10793970189593
-114.088,-37.26982578850354
-114.098,-28.125355842695456
-114.108,-59.863179864471704
-114.118,-63.06212785383241
-114.128,319.5055101892226
-114.138,222.28893426469324
-114.148,-62.73615562742049
-114.158,-64.32495948711863
-114.168,34.45782268559893
-114.178,-67.67740910926796
-114.188,-30.15362487171913
-114.19800000000001,-79.01791460175471
-114.208,104.2361117006254
-114.21799999999999,-39.10777596457888
-114.22800000000001,-56.75467759736759
-114.238,127.49840680225941
-114.24799999999999,219.402877234302
-114.25800000000001,-34.08742630123976
-114.268,89.48837619563416
-114.27799999999999,11.148604724923672
-114.28800000000001,-75.39678071337119
-114.298,-62.87498011925041
-114.30799999999999,-38.507793492713944
-114.318,203.51437916623806
-114.328,-61.69796214239423
-114.338,-62.04351741861089
-114.348,-36.76931666241188
-114.358,68.86743012620266
-114.368,119.18403294723294
-114.378,153.29192180067884
-114.388,462.2779966865403
-114.398,475.6982576048175
-114.408,77.23270455551024
-114.418,167.45733753861867
-114.428,-35.03150344585731
-114.438,-44.89523839791761
-114.44800000000001,-62.52624731756231
-114.458,-74.85127020479135
-114.46799999999999,105.48729294039526
-114.47800000000001,-52.863657882002485
-114.488,-37.261222671984655
-114.49799999999999,-66.92180142955115
-114.50800000000001,-56.94259415470199
-114.518,106.42089915256275
-114.52799999999999,-56.30812150775685
