 -86.1926 - -86.1826,228.12
 -86.2026 - -86.1926,-12.6979
 -86.2126 - -86.2026,-22.195
 -86.2226 - -86.2126,92.926
 -86.2326 - -86.2226,-17.1449
 -86.2426 - -86.2326,139.678
 -86.2526 - -86.2426,209.88
 -86.2626 - -86.2526,-11.4317
 -86.2726 - -86.2626,-16.7524
 -86.2826 - -86.2726,180.151
 -86.2926 - -86.2826,-41.7499
 -86.3026 - -86.2926,-49.4839
 -86.3126 - -86.3026,-35.7384
 -86.3226 - -86.3126,145.074
 -86.3326 - -86.3226,-24.3496
 -86.3426 - -86.3326,-54.2045
 -86.3526 - -86.3426,-25.2292
 -86.3626 - -86.3526,116.454
 -86.3726 - -86.3626,-5.37511
 -86.3826 - -86.3726,56.8561
 -86.3926 - -86.3826,-32.5099
 -86.4026 - -86.3926,88.2612
 -86.4126 - -86.4026,419.353
 -86.4226 - -86.4126,-28.124
 -86.4326 - -86.4226,-34.6026
 -86.4426 - -86.4326,122.651
 -86.4526 - -86.4426,65.749
 -86.4626 - -86.4526,327.047
 -86.4726 - -86.4626,93.0234
 -86.4826 - -86.4726,-29.9296
 -86.4926 - -86.4826,-20.2652
 -86.5026 - -86.4926,-13.8108
 -86.5126 - -86.5026,336.049
 -86.5226 - -86.5126,99.6162
 -86.5326 - -86.5226,-45.6937
 -86.5426 - -86.5326,-17.3287
 -86.5526 - -86.5426,74.3324
 -86.5626 - -86.5526,-22.2409
 -86.5726 - -86.5626,-39.702
 -86.5826 - -86.5726,36.1352
 -86.5926 - -86.5826,46.6205
 -86.6026 - -86.5926,166.703
 -86.6126 - -86.6026,-15.983
 -86.6226 - -86.6126,32.9034
 -86.6326 - -86.6226,-26.1542
 -86.6426 - -86.6326,-41.3326
 -86.6526 - -86.6426,-20.9839
 -86.6626 - -86.6526,-50.8776
 -86.6726 - -86.6626,-14.339
 -86.6826 - -86.6726,54.4514
 -86.6926 - -86.6826,360.691
 -86.7026 - -86.6926,-37.6407
 -86.7126 - -86.7026,36.6655
 -86.7226 - -86.7126,-13.8784
 -86.7326 - -86.7226,28.9466
 -86.7426 - -86.7326,-29.26
 -86.7526 - -86.7426,-17.1337
 -86.7626 - -86.7526,-16.1243
 -86.7726 - -86.7626,-61.1901
 -86.7826 - -86.7726,126.179
 -86.7926 - -86.7826,60.7257
 -86.8026 - -86.7926,-43.7523
 -86.8126 - -86.8026,-13.7143
 -86.8226 - -86.8126,145.534
 -86.8326 - -86.8226,135.95
 -86.8426 - -86.8326,39.3265
 -86.8526 - -86.8426,-23.2904
 -86.8626 - -86.8526,-27.1883
 -86.8726 - -86.8626,-6.96255
 -86.8826 - -86.8726,115.393
 -86.8926 - -86.8826,-16.4962
 -86.9026 - -86.8926,-22.5643
 -86.9126 - -86.9026,-26.0779
 -86.9226 - -86.9126,-6.67104
 -86.9326 - -86.9226,-10.5486
 -86.9426 - -86.9326,-16.9096
 -86.9526 - -86.9426,-3.61947
 -86.9626 - -86.9526,-70.6474
 -86.9726 - -86.9626,27.3134
 -86.9826 - -86.9726,267.686
 -86.9926 - -86.9826,-23.2936
 -87.0026 - -86.9926,53.6559
 -87.0126 - -87.0026,-28.4614
 -87.0226 - -87.0126,-37.8368
 -87.0326 - -87.0226,-21.6167
 -87.0426 - -87.0326,168.393
 -87.0526 - -87.0426,23.6992
 -87.0626 - -87.0526,106.54
 -87.0726 - -87.0626,-25.4375
 -87.0826 - -87.0726,-46.8256
 -87.0926 - -87.0826,102.795
 -87.1026 - -87.0926,117.428
 -87.1126 - -87.1026,65.6427
 -87.1226 - -87.1126,26.579
 -87.1326 - -87.1226,-51.4706
 -87.1426 - -87.1326,19.2967
 -87.1526 - -87.1426,120.01
 -87.1626 - -87.1526,-42.6481
 -87.1726 - -87.1626,-13.2232
 -87.1826 - -87.1726,5.50358
 -87.1926 - -87.1826,-37.5809
 -87.2026 - -87.1926,56.4385
 -87.2126 - -87.2026,17.7515
 -87.2226 - -87.2126,112.578
 -87.2326 - -87.2226,-10.7342
 -87.2426 - -87.2326,-37.4629
 -87.2526 - -87.2426,-25.6856
 -87.2626 - -87.2526,95.5356
 -87.2726 - -87.2626,313.606
 -87.2826 - -87.2726,-34.6457
 -87.2926 - -87.2826,-14.8989
 -87.3026 - -87.2926,-20.3952
 -87.3126 - -87.3026,-6.75129
 -87.3226 - -87.3126,230.614
 -87.3326 - -87.3226,-34.4233
 -87.3426 - -87.3326,-9.66971
 -87.3526 - -87.3426,-15.3823
 -87.3626 - -87.3526,-27.8308
 -87.3726 - -87.3626,149.189
 -87.3826 - -87.3726,284.501
 -87.3926 - -87.3826,-24.3885
 -87.4026 - -87.3926,-18.8549
 -87.4126 - -87.4026,26.8727
 -87.4226 - -87.4126,297.826
 -87.4326 - -87.4226,153.488
 -87.4426 - -87.4326,-9.99222
 -87.4526 - -87.4426,-30.4795
 -87.4626 - -87.4526,-18.5729
 -87.4726 - -87.4626,-17.9256
 -87.4826 - -87.4726,-22.2476
 -87.4926 - -87.4826,-33.4437
 -87.5026 - -87.4926,-14.7353
 -87.5126 - -87.5026,107.848
 -87.5226 - -87.5126,138.672
 -87.5326 - -87.5226,177.442
 -87.5426 - -87.5326,-61.2716
 -87.5526 - -87.5426,-36.265
 -87.5626 - -87.5526,179.409
 -87.5726 - -87.5626,-10.3908
 -87.5826 - -87.5726,179.81
 -87.5926 - -87.5826,137.926
 -87.6026 - -87.5926,160.241
 -87.6126 - -87.6026,79.4706
 -87.6226 - -87.6126,-19.53
 -87.6326 - -87.6226,-8.58712
 -87.6426 - -87.6326,37.7318
 -87.6526 - -87.6426,75.5335
 -87.6626 - -87.6526,-11.5126
 -87.6726 - -87.6626,-41.6465
 -87.6826 - -87.6726,162.351
 -87.6926 - -87.6826,55.4182
 -87.7026 - -87.6926,78.8695
 -87.7126 - -87.7026,116.163
 -87.7226 - -87.7126,-44.2481
 -87.7326 - -87.7226,-20.9384
 -87.7426 - -87.7326,-21.3506
 -87.7526 - -87.7426,-21.9028
 -87.7626 - -87.7526,-14.0906
 -87.7726 - -87.7626,-14.73
 -87.7826 - -87.7726,-31.8943
 -87.7926 - -87.7826,227.012
 -87.8026 - -87.7926,34.2212
 -87.8126 - -87.8026,-39.4992
 -87.8226 - -87.8126,61.4714
 -87.8326 - -87.8226,-32.9735
 -87.8426 - -87.8326,-14.1781
 -87.8526 - -87.8426,-16.8955
 -87.8626 - -87.8526,-46.1556
 -87.8726 - -87.8626,-32.6017
 -87.8826 - -87.8726,51.2202
 -87.8926 - -87.8826,11.787
 -87.9026 - -87.8926,-1.66424
 -87.9126 - -87.9026,0.197004
 -87.9226 - -87.9126,59.5483
 -87.9326 - -87.9226,-6.40228
 -87.9426 - -87.9326,12.7647
 -87.9526 - -87.9426,224.135
 -87.9626 - -87.9526,244.731
 -87.9726 - -87.9626,-21.2149
 -87.9826 - -87.9726,-15.7137
 -87.9926 - -87.9826,-3.44987
 -88.0026 - -87.9926,-19.7925
 -88.0126 - -88.0026,-36.0852
 -88.0226 - -88.0126,-68.3906
 -88.0326 - -88.0226,181.59
 -88.0426 - -88.0326,125.949
 -88.0526 - -88.0426,16.7658
 -88.0626 - -88.0526,268.276
 -88.0726 - -88.0626,-6.32558
 -88.0926 - -88.0826,-4.26249
 -88.1026 - -88.0926,-45.0338
 -88.1126 - -88.1026,-49.2237
 -88.1226 - -88.1126,82.4426
 -88.1326 - -88.1226,-4.33036
 -88.1426 - -88.1326,123.248
 -88.1526 - -88.1426,-18.2802
 -88.1626 - -88.1526,-22.0801
 -88.1726 - -88.1626,-20.7689
 -88.1826 - -88.1726,-35.3925
 -88.1926 - -88.1826,-44.7264
 -88.2026 - -88.1926,-32.5543
 -88.2126 - -88.2026,-43.5437
 -88.2226 - -88.2126,-55.8659
 -88.2326 - -88.2226,400.343
 -88.2426 - -88.2326,-8.08738
 -88.2526 - -88.2426,-41.0085
 -88.2626 - -88.2526,-26.334
 -88.2726 - -88.2626,97.5315
 -88.2826 - -88.2726,246.148
 -88.2926 - -88.2826,-31.5993
 -88.3026 - -88.2926,-15.301
 -88.3126 - -88.3026,-42.5713
 -88.3226 - -88.3126,-8.37192
 -88.3326 - -88.3226,33.6721
 -88.3426 - -88.3326,-30.7137
 -88.3526 - -88.3426,276.404
 -88.3626 - -88.3526,-19.6924
 -88.3726 - -88.3626,39.6372
 -88.3826 - -88.3726,-36.9811
 -88.3926 - -88.3826,16.7104
 -88.4026 - -88.3926,-12.439
 -88.4126 - -88.4026,43.0809
 -88.4226 - -88.4126,58.9958
 -88.4326 - -88.4226,-4.06645
 -88.4426 - -88.4326,111.655
 -88.4526 - -88.4426,254.399
 -88.4626 - -88.4526,-51.4435
 -88.4726 - -88.4626,15.3684
 -88.4826 - -88.4726,-24.6017
 -88.4926 - -88.4826,-44.4949
 -88.5026 - -88.4926,-12.0723
 -88.5126 - -88.5026,343.666
 -88.5226 - -88.5126,-16.3601
 -88.5326 - -88.5226,110.379
 -88.5426 - -88.5326,-33.9326
 -88.5526 - -88.5426,57.5874
 -88.5626 - -88.5526,152.411
 -88.5726 - -88.5626,-28.741
 -88.5826 - -88.5726,13.4507
 -88.5926 - -88.5826,197.788
 -88.6026 - -88.5926,9.56161
 -88.6126 - -88.6026,-29.451
 -88.6226 - -88.6126,-47.8473
 -88.6326 - -88.6226,-8.5897
 -88.6426 - -88.6326,-18.1845
 -88.6526 - -88.6426,-49.2627
 -88.6626 - -88.6526,-5.47847
 -88.6726 - -88.6626,76.0759
 -88.6826 - -88.6726,64.4176
 -88.6926 - -88.6826,71.0694
 -88.7026 - -88.6926,224.065
 -88.7126 - -88.7026,48.6179
 -88.7226 - -88.7126,19.3262
 -88.7326 - -88.7226,67.2879
 -88.7426 - -88.7326,-35.3221
 -88.7526 - -88.7426,-5.41825
 -88.7626 - -88.7526,-17.0237
 -88.7726 - -88.7626,-19.454
 -88.7826 - -88.7726,-36.6712
 -88.7926 - -88.7826,16.9894
 -88.8026 - -88.7926,-23.2444
 -88.8126 - -88.8026,300.873
 -88.8226 - -88.8126,-9.34062
 -88.8326 - -88.8226,-26.3264
 -88.8426 - -88.8326,-45.8201
 -88.8526 - -88.8426,-55.9283
 -88.8626 - -88.8526,-8.18438
 -88.8726 - -88.8626,98.2831
 -88.8826 - -88.8726,107.97
 -88.8926 - -88.8826,353.645
 -88.9026 - -88.8926,-43.0859
 -88.9126 - -88.9026,-26.9104
 -88.9226 - -88.9126,126.089
 -88.9326 - -88.9226,-44.8073
 -88.9426 - -88.9326,233.402
 -88.9526 - -88.9426,-31.3911
 -88.9626 - -88.9526,-13.3112
 -88.9726 - -88.9626,-13.677
 -88.9826 - -88.9726,-6.03873
 -88.9926 - -88.9826,-16.0772
 -89.0026 - -88.9926,-12.4706
 -89.0126 - -89.0026,207.179
 -89.0226 - -89.0126,94.1983
 -89.0326 - -89.0226,-31.8364
 -89.0426 - -89.0326,-42.1865
 -89.0526 - -89.0426,420.552
 -89.0626 - -89.0526,184.705
 -89.0726 - -89.0626,183.168
 -89.0826 - -89.0726,105.48
 -89.0926 - -89.0826,-40.9544
 -89.1026 - -89.0926,-14.0485
 -89.1126 - -89.1026,-16.4377
 -89.1226 - -89.1126,-8.92326
 -89.1326 - -89.1226,-4.70979
 -89.1426 - -89.1326,31.0409
 -89.1526 - -89.1426,-10.646
 -89.1626 - -89.1526,25.8121
 -89.1726 - -89.1626,-33.8262
 -89.1826 - -89.1726,173.849
 -89.1926 - -89.1826,112.565
 -89.2026 - -89.1926,-50.3629
 -89.2126 - -89.2026,270.474
 -89.2226 - -89.2126,-8.64953
 -89.2326 - -89.2226,-45.6575
 -89.2426 - -89.2326,-12.8399
 -89.2526 - -89.2426,-12.9347
 -89.2626 - -89.2526,-5.13325
 -89.2726 - -89.2626,-76.3334
 -89.2826 - -89.2726,304.191
 -89.2926 - -89.2826,-32.1142
 -89.3026 - -89.2926,-17.7682
 -89.3126 - -89.3026,-55.6197
 -89.3226 - -89.3126,18.2292
 -89.3326 - -89.3226,-32.0104
 -89.3426 - -89.3326,-40.4681
 -89.3526 - -89.3426,35.8385
 -89.3626 - -89.3526,38.9741
 -89.3726 - -89.3626,111.779
 -89.3826 - -89.3726,-4.54093
 -89.3926 - -89.3826,1.21563
 -89.4026 - -89.3926,101.8
 -89.4126 - -89.4026,-16.3666
 -89.4226 - -89.4126,69.7626
 -89.4326 - -89.4226,136.216
 -89.4426 - -89.4326,-3.78286
 -89.4526 - -89.4426,356.54
 -89.4626 - -89.4526,-26.2969
 -89.4726 - -89.4626,-44.8169
 -89.4826 - -89.4726,-10.8737
 -89.4926 - -89.4826,-43.7825
 -89.5026 - -89.4926,45.4105
 -89.5126 - -89.5026,-5.14255
 -89.5226 - -89.5126,180.104
 -89.5326 - -89.5226,194.929
 -89.5426 - -89.5326,120.234
 -89.5526 - -89.5426,-6.70753
 -89.5626 - -89.5526,-9.22069
 -89.5726 - -89.5626,-24.6774
 -89.5826 - -89.5726,227.634
 -89.5926 - -89.5826,-24.0672
 -89.6026 - -89.5926,-37.1335
 -89.6126 - -89.6026,133.205
 -89.6226 - -89.6126,111.765
 -89.6326 - -89.6226,-48.6243
 -89.6426 - -89.6326,-26.159
 -89.6526 - -89.6426,101.984
 -89.6626 - -89.6526,-14.1558
 -89.6726 - -89.6626,67.5782
 -89.6826 - -89.6726,-9.54101
 -89.6926 - -89.6826,-50.9148
 -89.7026 - -89.6926,97.1691
 -89.7126 - -89.7026,-43.9136
 -89.7226 - -89.7126,-34.7589
 -89.7326 - -89.7226,-32.1657
 -89.7426 - -89.7326,-11.4093
 -89.7526 - -89.7426,106.219
 -89.7626 - -89.7526,209.869
 -89.7726 - -89.7626,-30.4285
 -89.7826 - -89.7726,-15.7609
 -89.7926 - -89.7826,116.4
 -89.8026 - -89.7926,-2.97423
 -89.8126 - -89.8026,-40.7137
 -89.8226 - -89.8126,-4.08102
 -89.8326 - -89.8226,188.55
 -89.8426 - -89.8326,30.0435
 -89.8526 - -89.8426,-19.5065
 -89.8626 - -89.8526,263.587
 -89.8726 - -89.8626,178.774
 -89.8826 - -89.8726,111.439
 -89.8926 - -89.8826,182.429
 -89.9026 - -89.8926,-24.6439
 -89.9126 - -89.9026,-22.0598
 -89.9226 - -89.9126,109.469
 -89.9326 - -89.9226,-82.6107
 -89.9426 - -89.9326,44.0222
 -89.9526 - -89.9426,-21.3664
 -89.9626 - -89.9526,-31.0914
 -89.9726 - -89.9626,146.841
 -89.9826 - -89.9726,253.502
 -89.9926 - -89.9826,288.518
 -90.0026 - -89.9926,-22.75
 -110.013 - -110.003,-26.7506
 -110.023 - -110.013,-15.2086
 -110.033 - -110.023,-51.4938
 -110.043 - -110.033,154.911
 -110.053 - -110.043,40.3942
 -110.063 - -110.053,-57.2218
 -110.073 - -110.063,-30.2134
 -110.083 - -110.073,-25.4077
 -110.093 - -110.083,1.49931
 -110.103 - -110.093,-8.06668
 -110.113 - -110.103,189.35
 -110.123 - -110.113,72.9297
 -110.133 - -110.123,-34.0548
 -110.143 - -110.133,-61.8296
 -110.153 - -110.143,150.103
 -110.163 - -110.153,-14.6729
 -110.173 - -110.163,-54.7133
 -110.183 - -110.173,18.4799
 -110.193 - -110.183,270.265
 -110.203 - -110.193,236.77
 -110.213 - -110.203,299.034
 -110.223 - -110.213,-47.303
 -110.233 - -110.223,118.888
 -110.243 - -110.233,-29.3755
 -110.253 - -110.243,234.932
 -110.263 - -110.253,233.324
 -110.273 - -110.263,-22.8389
 -110.283 - -110.273,-4.2006
 -110.293 - -110.283,32.2923
 -110.303 - -110.293,81.1177
 -110.313 - -110.303,103.153
 -110.323 - -110.313,-24.4474
 -110.333 - -110.323,-17.449
 -110.343 - -110.333,-22.059
 -110.353 - -110.343,-39.2316
 -110.363 - -110.353,-47.1441
 -110.373 - -110.363,203.239
 -110.383 - -110.373,21.7474
 -110.393 - -110.383,-27.1339
 -110.403 - -110.393,93.8849
 -110.413 - -110.403,-2.49454
 -110.423 - -110.413,-13.5629
 -110.433 - -110.423,51.0077
 -110.443 - -110.433,177.564
 -110.453 - -110.443,50.262
 -110.463 - -110.453,-20.593
 -110.473 - -110.463,66.8901
 -110.483 - -110.473,-17.6383
 -110.493 - -110.483,236.195
 -110.503 - -110.493,66.2025
 -110.513 - -110.503,211.381
 -110.523 - -110.513,34.7488
 -110.533 - -110.523,282.167
 -110.543 - -110.533,163.144
 -110.553 - -110.543,-22.3688
 -110.563 - -110.553,-47.6631
 -110.573 - -110.563,-33.4893
 -110.583 - -110.573,21.0119
 -110.593 - -110.583,298.93
 -110.603 - -110.593,144.248
 -110.613 - -110.603,224.802
 -110.623 - -110.613,-18.9858
 -110.633 - -110.623,-55.2802
 -110.643 - -110.633,98.906
 -110.653 - -110.643,-19.1636
 -110.663 - -110.653,-20.7976
 -110.673 - -110.663,28.8495
 -110.683 - -110.673,-28.8911
 -110.693 - -110.683,-42.4945
 -110.703 - -110.693,-23.5712
 -110.713 - -110.703,72.1777
 -110.723 - -110.713,-27.4401
 -110.733 - -110.723,-24.9435
 -110.743 - -110.733,46.999
 -110.753 - -110.743,-4.15623
 -110.763 - -110.753,-56.1362
 -110.773 - -110.763,144.22
 -110.783 - -110.773,-25.7931
 -110.793 - -110.783,56.1175
 -110.803 - -110.793,-13.3406
 -110.813 - -110.803,-42.415
 -110.823 - -110.813,116.287
 -110.833 - -110.823,72.0721
 -110.843 - -110.833,-25.6387
 -110.853 - -110.843,4.1549
 -110.863 - -110.853,-34.6257
 -110.873 - -110.863,56.4354
 -110.883 - -110.873,104.965
 -110.893 - -110.883,-73.0044
 -110.903 - -110.893,-15.0888
 -110.913 - -110.903,-39.9272
 -110.923 - -110.913,-10.0064
 -110.933 - -110.923,289.83
 -110.943 - -110.933,-28.2752
 -110.953 - -110.943,169.035
 -110.963 - -110.953,-19.1841
 -110.973 - -110.963,-34.1293
 -110.983 - -110.973,160.142
 -110.993 - -110.983,225.165
 -111.003 - -110.993,24.4446
 -111.013 - -111.003,-47.0819
 -111.023 - -111.013,-4.95218
 -111.033 - -111.023,3.9411
 -111.043 - -111.033,103.69
 -111.053 - -111.043,-13.2127
 -111.073 - -111.063,-17.3941
 -111.083 - -111.073,95.3265
 -111.093 - -111.083,96.9591
 -111.103 - -111.093,52.4576
 -111.113 - -111.103,-7.03691
 -111.123 - -111.113,-8.50947
 -111.133 - -111.123,-44.3456
 -111.143 - -111.133,160.555
 -111.153 - -111.143,236.812
 -111.163 - -111.153,59.1161
 -111.173 - -111.163,-25.0651
 -111.183 - -111.173,4.45631
 -111.193 - -111.183,57.2363
 -111.203 - -111.193,40.907
 -111.213 - -111.203,-27.4328
 -111.223 - -111.213,185.464
 -111.233 - -111.223,-27.6799
 -111.243 - -111.233,-12.736
 -111.253 - -111.243,-38.2966
 -111.263 - -111.253,70.8326
 -111.273 - -111.263,-77.6992
 -111.283 - -111.273,11.1261
 -111.293 - -111.283,-13.5966
 -111.303 - -111.293,-12.4127
 -111.313 - -111.303,-26.539
 -111.323 - -111.313,-20.4775
 -111.333 - -111.323,1.66462
 -111.343 - -111.333,90.5698
 -111.353 - -111.343,104.689
 -111.363 - -111.353,17.0935
 -111.373 - -111.363,162.649
 -111.383 - -111.373,272.584
 -111.393 - -111.383,89.1447
 -111.403 - -111.393,-53.0955
 -111.413 - -111.403,-26.5288
 -111.423 - -111.413,71.675
 -111.433 - -111.423,81.0363
 -111.443 - -111.433,-10.9212
 -111.453 - -111.443,-34.9276
 -111.463 - -111.453,74.3719
 -111.473 - -111.463,320.248
 -111.483 - -111.473,113.824
 -111.493 - -111.483,87.9274
 -111.503 - -111.493,-37.64
 -111.513 - -111.503,-21.7704
 -111.523 - -111.513,0.154476
 -111.533 - -111.523,-41.8686
 -111.543 - -111.533,-37.4868
 -111.553 - -111.543,33.2238
 -111.563 - -111.553,-20.067
 -111.573 - -111.563,-17.7542
 -111.583 - -111.573,-36.6217
 -111.593 - -111.583,13.4983
 -111.603 - -111.593,71.4328
 -111.613 - -111.603,114.407
 -111.623 - -111.613,-20.7047
 -111.633 - -111.623,149.302
 -111.643 - -111.633,0.332619
 -111.653 - -111.643,-12.2533
 -111.663 - -111.653,-45.4246
 -111.673 - -111.663,-22.1754
 -111.683 - -111.673,373.04
 -111.693 - -111.683,134.358
 -111.703 - -111.693,-18.8079
 -111.713 - -111.703,-49.9355
 -111.723 - -111.713,192.709
 -111.733 - -111.723,124.837
 -111.743 - -111.733,-6.26722
 -111.753 - -111.743,56.6031
 -111.763 - -111.753,8.36775
 -111.773 - -111.763,462.653
 -111.783 - -111.773,271.349
 -111.793 - -111.783,41.1642
 -111.803 - -111.793,189.988
 -111.813 - -111.803,67.7832
 -111.823 - -111.813,-25.2227
 -111.833 - -111.823,-25.7388
 -111.843 - -111.833,56.1099
 -111.853 - -111.843,155.48
 -111.863 - -111.853,334.534
 -111.873 - -111.863,-43.714
 -111.883 - -111.873,-25.9411
 -111.893 - -111.883,-31.1667
 -111.903 - -111.893,-17.2557
 -111.913 - -111.903,-15.2504
 -111.923 - -111.913,204.628
 -111.933 - -111.923,-32.7757
 -111.943 - -111.933,-32.6437
 -111.953 - -111.943,-16.7145
 -111.963 - -111.953,-36.5052
 -111.973 - -111.963,-10.9602
 -111.983 - -111.973,56.8741
 -111.993 - -111.983,-5.46824
 -112.003 - -111.993,187.166
 -112.013 - -112.003,111.451
 -112.023 - -112.013,-12.3457
 -112.033 - -112.023,-10.5016
 -112.043 - -112.033,-10.9459
 -112.053 - -112.043,-23.6002
 -112.063 - -112.053,147.838
 -112.073 - -112.063,-21.3441
 -112.083 - -112.073,219.267
 -112.093 - -112.083,115.179
 -112.103 - -112.093,204.036
 -112.113 - -112.103,-14.3646
 -112.123 - -112.113,-27.4031
 -112.133 - -112.123,-16.6794
 -112.143 - -112.133,-12.9228
 -112.153 - -112.143,59.4531
 -112.163 - -112.153,-21.1795
 -112.173 - -112.163,-24.9564
 -112.183 - -112.173,-25.2657
 -112.193 - -112.183,-32.7106
 -112.203 - -112.193,210.832
 -112.213 - -112.203,216.754
 -112.223 - -112.213,-33.9309
 -112.233 - -112.223,173.921
 -112.243 - -112.233,333.136
 -112.253 - -112.243,-13.1125
 -112.263 - -112.253,-26.4381
 -112.273 - -112.263,-45.9383
 -112.283 - -112.273,-10.3862
 -112.293 - -112.283,-33.3352
 -112.303 - -112.293,-20.3945
 -112.313 - -112.303,-9.61677
 -112.323 - -112.313,-6.12308
 -112.333 - -112.323,-11.1605
 -112.343 - -112.333,-3.89139
 -112.353 - -112.343,171.594
 -112.363 - -112.353,-23.1054
 -112.373 - -112.363,257.467
 -112.383 - -112.373,10.2876
 -112.393 - -112.383,78.278
 -112.403 - -112.393,-37.9055
 -112.413 - -112.403,-5.28518
 -112.423 - -112.413,-24.8244
 -112.433 - -112.423,-16.4221
 -112.443 - -112.433,-30.2751
 -112.453 - -112.443,95.907
 -112.463 - -112.453,-32.087
 -112.473 - -112.463,109.61
 -112.483 - -112.473,165.592
 -112.493 - -112.483,-15.313
 -112.503 - -112.493,221.768
 -112.513 - -112.503,119.434
 -112.523 - -112.513,70.8572
 -112.533 - -112.523,-8.39199
 -112.543 - -112.533,199.015
 -112.553 - -112.543,-28.21
 -112.563 - -112.553,-12.482
 -112.573 - -112.563,-24.9463
 -112.583 - -112.573,-31.2614
 -112.593 - -112.583,99.5267
 -112.603 - -112.593,-8.88371
 -112.613 - -112.603,-27.4405
 -112.623 - -112.613,-26.5175
 -112.633 - -112.623,234.168
 -112.643 - -112.633,-43.9937
 -112.653 - -112.643,-9.93029
 -112.663 - -112.653,103.789
 -112.673 - -112.663,5.2664
 -112.683 - -112.673,-32.5204
 -112.693 - -112.683,355.078
